Specifier,Row_L_X,Row_L_Y,Row_L_Angle,Row_R_X,Row_R_Y,Row_R_Angle,Col_L_X,Col_L_Y,Col_L_Angle,Col_R_X,Col_R_Y,Col_R_Angle
.*,1.7 mm,5.25 mm,-50 deg,5.2 mm,1.15 mm,130 deg,-5.2 mm,1.15 mm,50 deg,-1.7 mm,5.25 mm,-130 deg
