Specifier,Row_L_X,Row_L_Y,Row_L_Angle,Row_R_X,Row_R_Y,Row_R_Angle,Col_L_X,Col_L_Y,Col_L_Angle,Col_R_X,Col_R_Y,Col_R_Angle
.*,1.93 mm,5.42 mm,-60 deg,4.67 mm,0.68 mm,120 deg,-4.67 mm,0.68 mm,60 deg,-1.93 mm,5.42 mm,-120 deg
